date,location,opponent,result,score,team_score,opp_score,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name
Feb 3,away,Northwest Florida State,L,3-2,3,3,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 3,home,vs. East Mississippi,L,9-5,9,9,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 4,home,vs. East Mississippi,L,13-12,13,13,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 4,away,Northwest Florida State,L,6-0,6,6,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 11,away,Lurleen B. Wallace,L,4-3,4,4,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 11,away,Lurleen B. Wallace,L,11-1,11,11,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 18,home,vs. Wallace-Dothan,L,4-3,4,4,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 20,home,Wallace-Dothan,L,2-1,2,2,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 23,away,Huntingdon College,W,12-8,12,12,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 24,home,Faulkner University,W,1-0,1,1,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 24,home,Faulkner University,L,11-7,11,11,0,0,0,0,0.0,,,,0.00,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
Feb 28,away,Faulkner University,W,7-4,7,7,,,,,,,,,,,,2017,2016-17,div1,Enterprise State,enterprisestatecommunitycollege,jaredseayrsw8,Jared Seay
