season,njcaa_season,team,team_id,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2017,2016-17,ASA Miami,asacollegemiami,1400,44.0,20.0,24.0,5.0,0.898,373.0,252.0,193.0,0.766,190.0,295.0
2017,2016-17,ASA New York,asabrooklynavengers,1705,47.0,24.0,22.0,1.0,0.979,338.0,291.0,190.0,0.653,232.0,388.0
2017,2016-17,Abraham Baldwin,abrahambaldwinagriculturalcollege,1674,60.0,28.0,32.0,9.0,0.87,566.0,327.0,238.0,0.728,163.0,333.0
2017,2016-17,Allegany Maryland,alleganycollegeofmaryland,1056,42.0,21.0,21.0,5.0,0.894,352.0,283.0,223.0,0.788,179.0,247.0
2017,2016-17,Allegheny County-Boyce,ccofalleghenycountyboyce,204,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2017,2016-17,Allegheny County-South,ccofalleghenycountysouth,660,23.0,13.0,10.0,3.0,0.885,172.0,121.0,80.0,0.661,70.0,120.0
2017,2016-17,Allen County,allencountycommunitycollege,1870,55.0,28.0,27.0,2.0,0.965,529.0,415.0,326.0,0.786,195.0,433.0
2017,2016-17,Alvin,alvincommunitycollege,1881,44.0,27.0,19.0,4.0,0.92,379.0,218.0,169.0,0.775,163.0,334.0
2017,2016-17,Andrew,andrewcollege,2340,60.0,28.0,32.0,10.0,0.857,499.0,371.0,256.0,0.69,253.0,287.0
2017,2016-17,Angelina,angelinacollege,1682,3.0,21.0,30.0,1.0,0.981,483.0,359.0,259.0,0.721,181.0,367.0
2017,2016-17,Anne Arundel,annearundelcommunitycollege,1104,43.0,23.0,19.0,7.0,0.857,320.0,223.0,172.0,0.771,173.0,290.0
2017,2016-17,Anoka-Ramsey,anokaramseycommunitycollege,880,18.0,17.0,22.0,5.0,0.886,309.0,248.0,164.0,0.661,187.0,201.0
2017,2016-17,Arizona Western,arizonawesterncollege,1690,65.0,43.0,22.0,13.0,0.833,466.0,264.0,196.0,0.742,227.0,489.0
2017,2016-17,Arkansas Baptist,arkansasbaptistcollege,2220,33.0,23.0,30.0,3.0,0.946,502.0,430.0,360.0,0.837,221.0,267.0
2017,2016-17,Atlantic Cape,atlanticcapecommunitycollege,510,5.0,0.0,5.0,0.0,1.0,43.0,47.0,15.0,0.319,17.0,21.0
2017,2016-17,Barton,bartoncommunitycollege,1953,58.0,42.0,17.0,12.0,0.831,492.0,282.0,208.0,0.738,169.0,380.0
2017,2016-17,Baton Rouge,batonrougecommunitycollege,2052,48.0,24.0,28.0,10.0,0.839,445.0,365.0,274.0,0.751,298.0,283.0
2017,2016-17,Bergen,bergencommunitycollege,1705,31.0,22.0,21.0,4.0,0.915,344.0,267.0,220.0,0.824,196.0,273.0
2017,2016-17,Bishop State,bishopstatecommunitycollege,1674,1.0,16.0,38.0,4.0,0.931,408.0,368.0,278.0,0.755,196.0,259.0
2017,2016-17,Bismarck State,bismarckstatecollege,950,43.0,33.0,13.0,7.0,0.868,358.0,212.0,163.0,0.769,99.0,206.0
2017,2016-17,Black Hawk-Moline,blackhawkcollegemoline,1760,47.0,37.0,10.0,3.0,0.94,282.0,157.0,120.0,0.764,99.0,345.0
2017,2016-17,Blinn,blinncollege,2145,52.0,24.0,24.0,7.0,0.873,463.0,294.0,252.0,0.857,193.0,378.0
2017,2016-17,Borough of Manhattan,boroughofmanhattancommunitycollege,1012,31.0,4.0,19.0,1.0,0.958,269.0,291.0,174.0,0.598,145.0,142.0
2017,2016-17,Bossier Parish,bossierparishcommunitycollege,1581,11.0,18.0,23.0,7.0,0.854,465.0,367.0,277.0,0.755,195.0,305.0
2017,2016-17,Bronx,bronxcommunitycollege,600,9.0,5.0,22.0,0.0,1.0,212.0,224.0,148.0,0.661,129.0,185.0
2017,2016-17,Brookdale,brookdalecommunitycollege,2496,57.0,34.0,24.0,4.0,0.935,416.0,337.0,261.0,0.774,274.0,365.0
2017,2016-17,Broward,browardcollege,1378,53.0,23.0,30.0,7.0,0.883,511.0,348.0,255.0,0.733,213.0,366.0
2017,2016-17,Brunswick,brunswickcommunitycollege,1705,22.0,39.0,13.0,8.0,0.867,400.0,246.0,196.0,0.797,168.0,472.0
2017,2016-17,Bryant & Stratton (VA),bryantstrattoncollegeva,2100,39.0,11.0,22.0,2.0,0.943,347.0,308.0,225.0,0.731,162.0,175.0
2017,2016-17,Bucks County,buckscountycommunitycollege,420,21.0,3.0,17.0,0.0,1.0,232.0,214.0,160.0,0.748,112.0,98.0
2017,2016-17,Bunker Hill,bunkerhillcommunitycollege,345,3.0,4.0,11.0,0.0,1.0,158.0,185.0,117.0,0.632,103.0,93.0
2017,2016-17,Butler,butlercommunitycollegeks,1716,51.0,23.0,28.0,8.0,0.864,491.0,349.0,271.0,0.777,190.0,298.0
2017,2016-17,Butler County,butlercountycommunitycollegepa,315,8.0,4.0,6.0,3.0,0.769,77.0,58.0,39.0,0.672,64.0,35.0
2017,2016-17,CCBC Catonsville,ccbccatonsville,1334,51.0,30.0,20.0,12.0,0.806,397.0,290.0,238.0,0.821,205.0,384.0
2017,2016-17,CCBC Dundalk,ccbcdundalk,1728,48.0,17.0,30.0,4.0,0.922,416.0,338.0,284.0,0.84,205.0,261.0
2017,2016-17,CCBC Essex,ccbcessex,1265,46.0,15.0,30.0,7.0,0.865,396.0,353.0,264.0,0.748,235.0,249.0
2017,2016-17,Calhoun,calhouncommunitycollege,1674,48.0,13.0,14.0,3.0,0.9,416.0,285.0,241.0,0.846,166.0,256.0
2017,2016-17,Camden County,camdencountycollege,1792,51.0,28.0,23.0,8.0,0.864,392.0,326.0,233.0,0.715,226.0,362.0
2017,2016-17,Carl Albert State,carlalbertstatecollege,1560,52.0,25.0,23.0,5.0,0.906,352.0,275.0,209.0,0.76,192.0,337.0
2017,2016-17,Carl Sandburg,carlsandburgcollege,1540,21.0,15.0,10.0,1.0,0.962,183.0,124.0,96.0,0.774,79.0,168.0
2017,2016-17,Catawba Valley,catawbavalleycommunitycollege,2196,55.0,30.0,25.0,9.0,0.859,445.0,280.0,219.0,0.782,175.0,408.0
2017,2016-17,Cecil,cecilcollege,1269,46.0,12.0,14.0,3.0,0.897,333.0,272.0,214.0,0.787,196.0,282.0
2017,2016-17,Central Alabama,centralalabamacommunitycollege,1972,58.0,24.0,19.0,9.0,0.827,444.0,248.0,170.0,0.685,175.0,313.0
2017,2016-17,Central Arizona,centralarizonacollege,2015,65.0,42.0,23.0,11.0,0.855,475.0,279.0,216.0,0.774,247.0,588.0
2017,2016-17,Central Florida,collegeofcentralflorida,1224,51.0,17.0,33.0,6.0,0.893,484.0,323.0,221.0,0.684,180.0,409.0
2017,2016-17,Central Lakes,centrallakescollegebrainerd,768,41.0,5.0,36.0,0.0,1.0,436.0,428.0,296.0,0.692,221.0,152.0
2017,2016-17,Century,centurycollege,1798,5.0,34.0,13.0,10.0,0.825,333.0,200.0,137.0,0.685,153.0,388.0
2017,2016-17,Chandler-Gilbert,chandlergilbertcommunitycollege,1856,54.0,30.0,25.0,13.0,0.809,466.0,324.0,209.0,0.645,237.0,400.0
2017,2016-17,Chattahoochee Valley,chattahoocheevalleycommunitycollege,2006,59.0,46.0,12.0,15.0,0.795,425.0,239.0,152.0,0.636,226.0,395.0
2017,2016-17,Chattanooga State,chattanoogastatecommunitycollege,1224,14.0,25.0,24.0,3.0,0.942,377.0,290.0,229.0,0.79,172.0,327.0
2017,2016-17,Chesapeake,chesapeakecollege,1624,49.0,28.0,19.0,4.0,0.922,353.0,241.0,199.0,0.826,159.0,348.0
2017,2016-17,Chipola,chipolacollege,1920,60.0,51.0,9.0,4.0,0.938,398.0,238.0,196.0,0.824,207.0,505.0
2017,2016-17,Cisco,ciscocollege,1736,0.0,34.0,20.0,7.0,0.885,386.0,254.0,177.0,0.697,180.0,410.0
2017,2016-17,Clarendon,clarendoncollege,1512,1.0,19.0,21.0,0.0,1.0,536.0,422.0,334.0,0.791,197.0,269.0
2017,2016-17,Clark State,clarkstatecommunitycollege,656,0.0,4.0,26.0,0.0,1.0,320.0,342.0,239.0,0.699,172.0,128.0
2017,2016-17,Cleveland State,clevelandstatecommunitycollege,1785,51.0,31.0,20.0,8.0,0.864,316.0,227.0,159.0,0.7,201.0,411.0
2017,2016-17,Cloud County,cloudcountycommunitycollege,2124,59.0,27.0,30.0,7.0,0.891,549.0,450.0,350.0,0.778,244.0,391.0
2017,2016-17,Coahoma,coahomacommunitycollege,1242,27.0,10.0,12.0,0.0,1.0,345.0,302.0,229.0,0.758,181.0,191.0
2017,2016-17,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,1995,57.0,30.0,27.0,11.0,0.838,432.0,257.0,183.0,0.712,164.0,270.0
2017,2016-17,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,1300,48.0,17.0,31.0,3.0,0.941,396.0,326.0,250.0,0.767,253.0,230.0
2017,2016-17,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,1680,1.0,27.0,30.0,9.0,0.864,424.0,295.0,215.0,0.729,200.0,313.0
2017,2016-17,Coastal Bend,coastalbendcollege,1856,55.0,27.0,26.0,7.0,0.883,373.0,285.0,226.0,0.793,271.0,365.0
2017,2016-17,Cochise,cochisecollege,1416,56.0,43.0,16.0,15.0,0.797,426.0,250.0,209.0,0.836,211.0,429.0
2017,2016-17,Coffeyville,coffeyvillecommunitycollege,2016,55.0,25.0,30.0,8.0,0.873,499.0,379.0,310.0,0.818,247.0,390.0
2017,2016-17,Colby,colbycommunitycollege,1995,53.0,28.0,25.0,5.0,0.914,400.0,310.0,256.0,0.826,266.0,435.0
2017,2016-17,Colorado Northwestern,coloradonorthwesterncommunitycollege,1512,53.0,13.0,29.0,1.0,0.977,419.0,250.0,193.0,0.772,182.0,278.0
2017,2016-17,Columbia State,columbiastatecommunitycollege,1922,20.0,28.0,25.0,6.0,0.898,513.0,363.0,279.0,0.769,201.0,346.0
2017,2016-17,Columbia-Greene,columbiagreenecommunitycollege,600,28.0,5.0,18.0,1.0,0.958,238.0,255.0,198.0,0.776,139.0,92.0
2017,2016-17,Connors State,connorsstatecollege,2160,60.0,48.0,12.0,9.0,0.87,400.0,262.0,196.0,0.748,163.0,472.0
2017,2016-17,Copiah-Lincoln,copiahlincolncommunitycollege,1222,35.0,20.0,25.0,5.0,0.9,420.0,336.0,228.0,0.679,189.0,286.0
2017,2016-17,Corning,corningcommunitycollege,960,0.0,7.0,26.0,0.0,1.0,325.0,292.0,226.0,0.774,185.0,142.0
2017,2016-17,Cowley,cowleycountycommunitycollege,2015,63.0,43.0,18.0,14.0,0.813,466.0,281.0,233.0,0.829,220.0,458.0
2017,2016-17,Crowder,crowdercollege,2856,68.0,54.0,14.0,13.0,0.84,498.0,286.0,217.0,0.759,244.0,574.0
2017,2016-17,Cuyahoga,cuyahogacommunitycollege,2183,59.0,45.0,14.0,12.0,0.831,397.0,273.0,216.0,0.791,224.0,401.0
2017,2016-17,Dakota,dakotacollegeatbottineau,980,33.0,11.0,24.0,3.0,0.921,248.0,242.0,154.0,0.636,151.0,202.0
2017,2016-17,Dakota County Tech,dakotacountytechnicalcollege,1197,48.0,19.0,30.0,3.0,0.942,384.0,340.0,251.0,0.738,201.0,283.0
2017,2016-17,Dallas College - Brookhaven,brookhavencollege,1764,10.0,35.0,22.0,4.0,0.934,532.0,323.0,244.0,0.755,166.0,464.0
2017,2016-17,Dallas College - Cedar Valley,cedarvalleycollege,1368,54.0,36.0,18.0,8.0,0.871,409.0,319.0,268.0,0.84,271.0,365.0
2017,2016-17,Dallas College - Eastfield,eastfieldcollege,1653,5.0,26.0,26.0,4.0,0.929,476.0,361.0,293.0,0.812,279.0,324.0
2017,2016-17,Dallas College - Mountain View,mountainviewcollege,1664,28.0,6.0,7.0,2.0,0.867,433.0,358.0,252.0,0.704,188.0,194.0
2017,2016-17,Dallas College - North Lake,northlakecollege,1320,2.0,24.0,22.0,1.0,0.979,395.0,302.0,196.0,0.649,193.0,299.0
2017,2016-17,Dallas College - Richland,richlandcollege,1512,48.0,24.0,23.0,8.0,0.855,544.0,359.0,308.0,0.858,196.0,242.0
2017,2016-17,Danville,danvillecommunitycollege,1485,0.0,30.0,16.0,6.0,0.885,401.0,298.0,252.0,0.846,189.0,328.0
2017,2016-17,Danville Area,danvilleareacommunitycollege,1404,52.0,35.0,18.0,14.0,0.791,368.0,230.0,199.0,0.865,183.0,350.0
